Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-November-2012,288.65,289.95,283.30,284.00,285.647488636471470189,105381,1763,30101818.00,41346,39.23,6.65,-4.65
9-November-2012,288.05,290.35,286.90,288.50,288.610545248954937061,341367,1925,98522116.00,237692,69.63,3.45,0.45
8-November-2012,289.90,291.00,287.30,288.75,289.205510308951788316,142061,2065,41084824.00,44190,31.11,3.70,-1.15
7-November-2012,289.50,290.80,287.20,289.80,289.204946949951293999,227898,2012,65909229.00,118527,52.01,3.60,0.30
6-November-2012,288.65,291.00,286.20,289.25,289.085144363088746949,154056,2302,44535301.00,61892,40.17,4.80,0.60
5-November-2012,283.65,289.90,283.10,288.30,286.952782551763646779,244380,2435,70125521.00,106791,43.70,6.80,4.65
2-November-2012,281.50,286.85,280.90,283.65,284.364290358987390969,267586,3150,76091903.00,151038,56.44,5.95,2.15
1-November-2012,282.55,282.55,277.25,279.25,279.695334160221800671,657888,7641,184008204.00,470351,71.49,5.30,-3.30
31-October-2012,285.00,285.60,281.35,282.80,283.346722061404166604,200019,2272,56674728.00,135399,67.69,4.25,-2.20
30-October-2012,287.00,288.20,282.00,283.90,285.195252489762291308,330152,2472,94157783.00,209711,63.52,6.20,-3.10
29-October-2012,286.00,289.75,285.75,288.30,287.369918574595682512,293643,2293,84384165.00,133022,45.30,4.00,2.30
26-October-2012,292.00,292.00,285.40,285.95,287.020466095542326121,137740,2203,39534199.00,52698,38.26,6.60,-6.05
25-October-2012,292.70,294.00,288.50,291.80,291.158528946040473994,229876,2808,66930358.00,118777,51.67,5.50,-0.90
23-October-2012,294.90,294.90,288.60,290.00,290.503831824685167084,211779,2831,61522611.00,85212,40.24,6.30,-4.90
22-October-2012,297.55,298.10,290.90,293.80,293.228602230159421552,367328,4328,107711076.00,144938,39.46,7.20,-3.75
19-October-2012,291.50,299.20,290.90,297.50,295.656684077457493280,1380370,15438,408115617.00,314984,22.82,8.30,6.00
18-October-2012,288.60,291.85,286.10,291.40,289.717582552154315940,253143,2731,73339978.00,99514,39.31,5.75,2.80
17-October-2012,286.00,288.65,285.40,287.60,287.162614075474800624,194608,1815,55884142.00,92947,47.76,3.25,1.60
16-October-2012,286.00,288.45,283.35,285.30,285.948282646802793555,251579,2611,71938583.00,135222,53.75,5.10,-0.70
